1969,Chevrolet,Nova Super Sport 396
1969,Chevrolet,Nova Super Sport 396 Forza Edition
1972,Chrysler,VH Valiant Charger R/T E49
1975,Citroën,DS 23
1970,Datsun,510
1970,Dodge,Challenger R/T
1969,Dodge,Charger Daytona Hemi
1969,Dodge,Charger R/T
1968,Dodge,Dart Hemi Super Stock
2018,Dodge,Durango SRT
2016,Dodge,Viper ACR
2008,Dodge,Viper SRT10 ACR
2013,Donkervoort,D8 GTO
2011,DS,Automobiles DS3 Racing
2018,Exomotive,Exocet Off-Road
1973,Ferrari,166MM Barchetta
1957,Ferrari,250 California
1962,Ferrari,250 GT Berlinetta Lusso
1962,Ferrari,250 GTO
1962,Ferrari,250LM
1962,Ferrari,250 Testa Rossa
1984,Ferrari,288 GTO
2003,Ferrari,360 Challenge Stradale
1968,Ferrari,365 GTB/4
2007,Ferrari,430 Scuderia
2013,Ferrari,458 Speciale
2018,Ferrari,488 Pista
1953,Ferrari,500 Mondial
1970,Ferrari,512 S
1992,Ferrari,512 TR
2002,Ferrari,575M Maranello
2012,Ferrari,599XX Evolution
2017,Ferrari,812 Superfast
2014,Ferrari,California T
1969,Ferrari,Dino 246 GT
2002,Ferrari,Enzo Ferrari
2011,Ferrari,FF
1987,Ferrari,F40
1989,Ferrari,F40 Competizione
1995,Ferrari,F50
1994,Ferrari,F355 Berlinetta
2005,Ferrari,FXX
2017,Ferrari,GTC4Lusso
2018,Ferrari,Portofino
1980,FIAT,124 Sport Spider
1969,FIAT,Dino 2.4 Coupe
1975,FIAT,X1/9
1977,Ford,#5 Escort RS1800 MK II
2018,Ford,#25 Mustang RTR
2018,Ford,#88 Mustang RTR
2017,Ford,#14 Rahal Letterman Lanigan Racing GRC Fiesta
1959,Ford,Anglia 105E
1973,Ford,Bronco
1975,Ford,Bronco Barrett-Jackson Edition
1973,Ford,Capri RS3100
2010,Ford,Crown Victoria Police Interceptor
1940,Ford,De Luxe Coupe
1932,Ford,De Luxe Five-Window Coupe
1973,Ford,Escort RS1600
1977,Ford,Escort RS1800
1992,Ford,Escort RS Cosworth
1986,Ford,Escort RS Turbo
1956,Ford,F-100
2018,Ford,F-150 Prerunner DeBerti Design Truck
2017,Ford,F-150 Raptor
2011,Ford,F-150 SVT Raptor
2015,Ford,Falcon GT F 351
1972,Ford,Falcon XA GT-HO
1972,Ford,Falcon XA GT-HO Forza Edition
2014,Ford,Fiesta ST
1981,Ford,Fiesta XR2
2003,Ford,Focus RS
2009,Ford,Focus RS
2017,Ford,Focus RS
2014,Ford,FPV Limited Edition Pursuit Ute
2005,Ford,GT
1964,Ford,GT40 Mk I
1977,Ford,GT70
1966,Ford,Lotus Cortina
2017,Ford,M-Sport Fiesta RS
1968,Ford,Mustang 2+2 Fastback
1969,Ford,Mustang Boss 302
2018,Ford,Mustang GT
1965,Ford,Mustang GT Coupe
2018,Ford,Mustang GT DeBerti Design
1971,Ford,Mustang Mach 1
2018,Ford,Mustang RTR Spec 5
2020,Ford,Mustang Shelby GT500
1981,Ford,Racing Puma
2019,Ford,Ranger Raptor
2014,Ford,Ranger T6 Rally Raid
1932,Ford,Roadster 'Hula Girl'
2016,Ford,Shelby GT350R
1987,Ford,Sierra Cosworth RS500
1946,Ford,Super Deluxe Station Wagon
1994,Ford,Supervan 3
1993,Ford,SVT Cobra R
2000,Ford,SVT Cobra R
1965,Ford,Transit
2011,Ford,Transit SuperSportVan
2011,Ford,Transit SuperSportVan Forza Edition
1973,Ford,XB Falcon GT
1991,GMC,Syclone
1992,GMC,Typhoon
1983,GMC,Vandura G-1500
1985,HDT,VK Commodore Group A
1966,Hillman,Imp
1973,Holden,HQ Monaro GTS 350
1974,Holden,Sandman HQ Panelvan
1977,Holden,Torana A9X
1988,Holden,VL Commodore Group A SV
2016,Honda,Civic Coupe GRC
1984,Honda,Civic CRX Mugen
1974,Honda,Civic RS
2007,Honda,Civic Type-R
2018,Honda,Civic Type R
1991,Honda,CR-X SiR
1992,Honda,NSX-R
2005,Honda,NSX-R
2005,Honda,NSX-R GT
1994,Honda,Prelude Si
2015,Honda,Ridgeline Baja Trophy Truck
1970,Honda,S800
2003,Honda,S2000
2009,Honda,S2000 CR
1955,Hoonigan,Chevrolet Bel Air
1974,Hoonigan,Ford Bronco
1978,Hoonigan,Ford Escort RS1800
1986,Hoonigan,Ford RS200 Evolution
2015,Hoonigan,Gymkhana 8 Ford Fiesta ST RX43
2016,Hoonigan,Gymkhana 9 Ford Focus RS RX
2016,Hoonigan,"Gymkhana 9 Ford Focus RS RX ""Welcome Pack"""
1991,Hoonigan,Gymkhana 10 Ford Escort Cosworth Group A
1992,Hoonigan,Mazda RX-7 Twerkstallion
1972,Hoonigan,"Chevrolet ""Napalm Nova"""
1991,Hoonigan,Rauh-Welt Begriff Porsche 911 Turbo
2018,Hot Wheels,2JetZ
2011,Hot Wheels,Bone Shaker
1972,Hot Wheels,Chevrolet LUV
1949,Hot Wheels,Ford F-5 Dually Custom Hot Rod
2005,Hot Wheels,Ford Mustang
1969,Hot Wheels,International-Harvester Loadstar CO-1600
1957,Hot Wheels,Nash Metropolitan Custom
1957,Hot Wheels,Studebaker Golden Hawk 'Dream Roadster'
2014,HSV,Gen-F GTS
2011,HSV,GTS
1996,HSV,GTSR
2016,HSV,Limited Edition Gen-F GTS Maloo
1952,Hudson,Hornet
2006,Hummer,H1 Alpha
2006,Hummer,H1 Alpha Open Top
2019,Hyundai,Veloster N
2015,Infiniti,Q60 Concept
1970,International,Scout 800A
2018,Italdesign,Zerouno
1953,Jaguar,C-Type
1956,Jaguar,D-Type
1961,Jaguar,E-type S1
2017,Jaguar,F-Pace S
2016,Jaguar,F-Type Project 7
2015,Jaguar,F-Type R Coupe
1964,Jaguar,Lightweight E-Type
1959,Jaguar,Mk II 3.8
2015,Jaguar,XFR-S
1954,Jaguar,XK 120 SE
2012,Jaguar,XKR-S
2015,Jaguar,XKR-S GT
1964,James Bond Edition,Aston-Martin DB5
1969,James Bond Edition,Aston-Martin DBS
2008,James Bond Edition,Aston-Martin DBS
2015,James Bond Edition,Aston-Martin DB10
1986,James Bond Edition,Aston-Martin V8
1999,James Bond Edition,BMW Z8
1981,James Bond Edition,Citroën 2CV6
1977,James Bond Edition,Lotus Esprit S1
1976,Jeep,CJ5 Renegade
1976,Jeep,"CJ5 Renegade ""Welcome Pack"""
2020,Jeep,Gladiator Rubicon
2014,Jeep,Grand Cherokee SRT
2016,Jeep,Trailcat
2012,Jeep,Wrangler Rubicon
2018,Kia,Stinger
2002,Koenigsegg,CC8S
2008,Koenigsegg,CCGT
2006,Koenigsegg,CCX
2018,KTM,X-Bow GT4
1956,KTM,X-Bow R
2012,Lamborghini,Aventador J
2012,Lamborghini,Aventador LP700-4
2012,Lamborghini,Aventador LP700-4 Forza Edition
1988,Lamborghini,Countach LP5000 QV
1999,Lamborghini,Diablo GTR
2011,Lamborghini,Gallardo LP570-4 Superleggera
2012,Lamborghini,Gallardo LP570-4 Spyder Performante
2014,Lamborghini,Huracán LP 610-4
2018,Lamborghini,Huracán Performante
1972,Lamborghini,Jarama S
1986,Lamborghini,LM 002
2010,Lamborghini,Murciélago LP 670-4 SV
2008,Lamborghini,Reventón
2008,Lamborghini,Reventón Forza Edition
2019,Lamborghini,Urus
1982,Lancia,037 Stradale
1992,Lancia,Delta HF Integrale Evo
1986,Lancia,Delta S4
1986,Lancia,Fulvia Coupé Rallye 1.6 HF
1974,Lancia,Stratos HF Stradale
1997,Land Rover,Defender 90
1970,Land Rover,Range Rover
2015,Land Rover,Range Rover Sport SVR
2018,Land Rover,Range Rover Velar First Edition
1972,Land Rover,Series III
1972,Land Rover,Series III Forza Edition
2010,Lexus,LFA
2014,Local,Motors Rally Fighter
2009,Lotus,2-Eleven
2016,Lotus,3-Eleven
2000,Lotus,340R
1971,Lotus,Elan Sprint
1956,Lotus,Eleven
2005,Lotus,Elise 111S
1997,Lotus,Elise GT1
1999,Lotus,Elise Series 1 Sport 190
2002,Lotus,Esprit V8
2011,Lotus,Evora S
2012,Lotus,Exige S
1957,Maserati,300 S
1953,Maserati,A6GCS/53 Pininfarina Berlinetta
2010,Maserati,Gran Turismo S
2014,Maserati,Ghibli S Q4
2017,Maserati,Levante S
2004,Maserati,MC12
2004,Maserati,MC12 Forza Edition
2008,Maserati,MC12 Versione Corsa
1961,Maserati,Tipo 61 Birdcage
1972,Mazda,Cosmo 110S Series II
2005,Mazda,Mazdaspeed MX-5
2013,Mazda,MX-5
2016,Mazda,MX-5
1994,Mazda,MX-5 Miata
1973,Mazda,RX-3
1997,Mazda,RX-7
1985,Mazda,RX-7 GSL-SE
2002,Mazda,RX-7 Spirit R Type-A
2011,Mazda,RX-8 R3
1990,Mazda,Savanna RX-7
2011,McLaren,12C Coupé
2015,McLaren,570S Coupé
2018,McLaren,600LT Coupé
2018,McLaren,720S Preorder Car
2016,Mercedes AMG,C 63 S Coupé
2018,Mercedes AMG,E 63 S
2017,Mercedes AMG,GT R
2015,Mercedes AMG,GT S
2018,Mercedes AMG,GT 4-Door Coupé
2015,Mercedes Benz,#24 Tankpool24 Racing Truck
1990,Mercedes Benz,190E 2.5-16 Evolution II
1967,Mercedes Benz,280 SL
1954,Mercedes Benz,300 SL Coupé
1955,Mercedes Benz,300 SLR
1998,Mercedes Benz,AMG CLK GTR
2012,Mercedes Benz,C 63 AMG Coupé Black Series
2013,Mercedes Benz,E 63 AMG
2017,Mercedes Benz,"E 350 D 4MATIC Terrain ""Project E-AT"""
2014,Mercedes Benz,G 63 AMG 6x6
2013,Mercedes Benz,G 65 AMG
2011,Mercedes Benz,SLS AMG
1929,Mercedes Benz,Super Sport Kurz Barker Roadster
2014,Mercedes Benz,Unimog U5023
2018,Mercedes Benz,X-Class
1970,Mercury,Cougar Eliminator
1949,Mercury,Coupe
1971,Meyers,Manx
1986,MG,Metro 6R4
1958,MG,MGA Twin-Cam
1966,MG,MGB GT
1938,MG,TA Midget
1965,MINI,Cooper S
2009,MINI,John Cooper Works
2018,MINI,John Cooper Works Convertible
2012,MINI,John Cooper Works GP
2014,MINI,X-Raid All4 Racing Countryman
1995,Mitsubishi,Eclipse GSX
1992,Mitsubishi,Galant VR-4
1997,Mitsubishi,GTO
1999,Mitsubishi,Lancer Evolution VI GSR
2004,Mitsubishi,Lancer Evolution VIII MR
2006,Mitsubishi,Lancer Evolution IX MR
2008,Mitsubishi,Lancer Evolution X GSR
1988,Mitsubishi,Starion ESI-R
2014,Morgan,3 Wheeler
2018,Morgan,Aero GT
2010,Morgan,Aero Supersports
1958,Morris,Minor 1000
2010,Mosler,MT900S
1993,Nissan,240SX SE
2010,Nissan,370Z
2003,Nissan,Fairlady Z
1969,Nissan,Fairlady Z 432
1994,Nissan,Fairlady Z Version S Twin Turbo
1995,Nissan,Nismo GT-R LM
1995,Nissan,Nismo GT-R LM Forza Edition
1991,Nissan,Pulsar GTI-R
1993,Nissan,Pulsar GTI-R
1998,Nissan,R390
2018,Nissan,Sentra Nismo
1992,Nissan,Silvia Club K's
1994,Nissan,Silvia K's
1998,Nissan,Silvia K's Aero
2000,Nissan,Silvia Spec-R
1971,Nissan,Skyline 2000GT-R
1993,Nissan,Skyline GT-R V-Spec
1997,Nissan,Skyline GT-R V-Spec
2002,Nissan,Skyline GT-R V-Spec II
1987,Nissan,Skyline GTS-R (R31)
1973,Nissan,Skyline H/T 2000GT-R
2016,Nissan,Titan Warrior Concept
1969,Oldsmobile,Hurst/Olds 442
1963,Opel,Kadett A
1984,Opel,Manta 400
2010,Pagani,Zonda R
1962,Peel,P50
1965,Peel,Trident
1991,Peugeot,205 Rallye
1984,Peugeot,205 Turbo 16
1984,Peugeot,205 Turbo 16 Forza Edition
2007,Peugeot,207 Super 2000
1959,Plymouth,Atomic Punk Bubbletop
1971,Plymouth,Cuda 426 Hemi
1958,Plymouth,Fury
1970,Plymouth,Hemi Cuda Convertible Barrett-Jackson Edition
2015,Polaris,RZR XP 1000 EPS
1968,Pontiac,Firebird
1977,Pontiac,Firebird Trans Am
1987,Pontiac,Firebird Trans Am GTA
1973,Pontiac,Firebird Trans Am SD-455
1965,Pontiac,GTO
1969,Pontiac,GTO Judge
1971,Porsche,#3 917 LH
1971,Porsche,#23 917/20
1951,Porsche,#46 356 SL Gmünd Coupe
1986,Porsche,#185 959 Prodrive Rally Raid
1959,Porsche,356 A 1600 Super
1957,Porsche,356A Speedster
1960,Porsche,356 RSR from Emory Motorsport
1964,Porsche,356 C Cabriolet Emory Special
1956,Porsche,550 Spyder
2018,Porsche,718 Cayman GTS
1960,Porsche,718 RS 60
1960,Porsche,"718 RS 60 ""Welcome Pack"""
1966,Porsche,906 Carrera 6
1995,Porsche,911 Carrera 2 by Gunther Werks
1973,Porsche,911 Carrera RS
2019,Porsche,911 Carrera S
1995,Porsche,911 GT2
2004,Porsche,911 GT3
2018,Porsche,911 GT2 RS
2019,Porsche,911 GT3 RS
2016,Porsche,911 GT3 RS Preorder Car
1982,Porsche,911 Turbo 3.3
1970,Porsche,914/6
1993,Porsche,928 GTS
1989,Porsche,944 Turbo
1987,Porsche,959
1993,Porsche,968 Turbo S
2003,Porsche,Carrera GT
2012,Porsche,Cayenne Turbo
2018,Porsche,Cayenne Turbo
2016,Porsche,Cayman GT4
2015,Porsche,Cayman GTS
2015,Porsche,Macan Turbo
2019,Porsche,Macan Turbo
2017,Porsche,Panamera Turbo
723,Quartz,Regalia
723,Quartz,Regalia Type-D
2015,Radical,RXC Turbo
2013,Ram,2500 Power Wagon
1972,Reliant,Supervan III
1980,Renault,5 Turbo
1980,Renault,5 Turbo Forza Edition
1973,Renault,Alpine A110 1600S
2010,Renault,Clio R.S.
2016,Renault,Clio R.S. 16 Concept
2010,Renault,Clio R.S. Forza Edition
2013,Renault,Clio R.S. 200 EDC
2007,Renault,Clio RS 197
1993,Renault,Clio Williams
2018,Renault,Megane R.S.
2010,Renault,Megane RS 250
2008,Renault,Mégane R26.R
2003,Renault,Sport Clio V6
2010,Rossion,Q1
1984,Rover,SD1 Vitesse
2010,Saleen,S5S Raptor
2004,Saleen,S7
2012,Shelby,1000
1965,Shelby,Cobra 427 S/C
1965,Shelby,Cobra Daytona Coupe
1963,Shelby,Monaco King Cobra
2016,Subaru,#199 WRX STI VT15R Rally Car
2016,Subaru,"#199 WRX STI VT15R Rally Car ""Welcome Pack"""
2013,Subaru,BRZ
1998,Subaru,Impreza 22B STi
2004,Subaru,Impreza WRX STI
2005,Subaru,Impreza WRX STI
2008,Subaru,Impreza WRX STI
1990,Subaru,Legacy RS
2011,Subaru,WRX STI
2015,Subaru,WRX STI
1967,Sunbeam,Tiger
1979,Talbot,Sunbeam Lotus
2017,Tamo,Racemo
2014,Terradyne,Gurkha LAPV
2018,Top,Gear Track-Tor
1993,Toyota,#1 T100 Baja Truck
1993,Toyota,"#1 T100 Baja Truck ""Welcome Pack"""
1969,Toyota,2000GT
1974,Toyota,Celica GT
1992,Toyota,Celica GT-Four RC ST185
1994,Toyota,Celica GT-Four ST205
1974,Toyota,Corolla SR5
2013,Toyota,GT86
2007,Toyota,Hilux Arctic Trucks AT38
2016,Toyota,Land Cruiser Arctic Trucks AT37
1995,Toyota,MR2 GT
1989,Toyota,MR2 SC
1985,Toyota,Sprinter Trueno GT Apex
1992,Toyota,Supra 2.0 GT Twin Turbo
1998,Toyota,Supra RZ
1962,Triumph,Spitfire
1962,Triumph,TR3B
1970,Triumph,TR6 PI
1979,Triumph,TR7 Roadster
1998,TVR,Cerbera Speed 12
2005,TVR,Sagaris
2005,TVR,Sagaris Forza Edition
2001,TVR,Tuscan S
2018,TVR,Griffith
2012,Vauxhall,Astra VXR
2009,Vauxhall,Corsa VXR
2016,Vauxhall,Corsa VXR
2010,Vauxhall,Insignia VXR
2005,Vauxhall,Monaro VXR
1990,Vauxhall,Lotus Carlton
2004,Vauxhall,VX220 Turbo
2017,Volkswagen,#34 Volkswagen Andretti Rallycross Beetle
1970,Volkswagen,#1107 Desert Dingo Racing Stock Bug
1963,Volkswagen,Beetle
1963,Volkswagen,Class 5/1600 Baja Bug
1995,Volkswagen,Corrado VR6
1966,Volkswagen,Double Cab Pick-Up
2014,Volkswagen,Global RallyCross Beetle
1983,Volkswagen,Golf GTI
1992,Volkswagen,Golf Gti 16v Mk2
2014,Volkswagen,Golf R
2003,Volkswagen,Golf R32
1998,Volkswagen,GTI VR6 Mk3
2011,Volkswagen,Scirocco R
1981,Volkswagen,Scirocco S
2008,Volkswagen,Touareg R50
1962,Volkswagen,Type 2 De Luxe
1962,Volkswagen,Type 2 De Luxe Forza Edition
1983,Volvo,242 Turbo Evolution
1963,Volvo,850 R
2015,Volvo,V60 Polestar
2016,W Motors,Lykan HyperSport
1945,Willys,MB Jeep
