Id,DrivetrainID,Level,IsStock,ManufacturerID,MassDiff,Price,FrontLimitedSlipTorqueAccel,FrontLimitedSlipTorqueDecel,FrontLimitedSlipRelVelClamp,FrontLimitedSlipAccelDefInputTorque,RearLimitedSlipTorqueAccel,RearLimitedSlipTorqueDecel,RearLimitedSlipRelVelClamp,RearLimitedSlipAccelDefInputTorque,CenterLimitedSlipTorqueAccel,CenterLimitedSlipTorqueDecel,CenterLimitedSlipRelVelClamp,CenterLimitedSlipAccelDefInputTorque,RearToqueSplit,TCProfileID,DifferentialProfileID
21002,21,2,0,238,0.0,1500,0.0,0.0,0.0,0.0,0.45,0.175,75.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
21003,21,3,0,238,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.3,75.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
21005,21,5,0,238,0.0,2500,0.0,0.0,0.0,0.0,0.575,0.1,75.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
21006,21,6,0,238,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.0,75.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
21007,21,7,0,238,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,75.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
22000,22,1,1,0,0.0,0,0.1,0.075,60.0,0.4,0.65,0.1,30.0,0.4,0.2,0.075,100.0,0.4,0.6,7,2
22002,22,2,0,238,0.0,1500,0.1,0.075,60.0,0.4,0.775,0.125,30.0,0.4,0.225,0.075,100.0,0.4,0.6,2,2
22003,22,3,0,238,0.0,2250,0.15,0.05,60.0,0.4,0.375,0.25,30.0,0.4,0.2,0.05,100.0,0.4,0.6,3,3
22005,22,5,0,238,0.0,2500,0.3,0.05,60.0,0.4,1.0,0.075,30.0,0.4,0.675,0.125,100.0,0.4,0.6,4,4
22006,22,6,0,238,0.0,2500,0.1,0.0,60.0,0.4,1.0,0.0,30.0,0.4,0.15,0.025,100.0,0.4,0.8,5,5
22007,22,7,0,238,0.0,2500,1.0,1.0,60.0,0.4,1.0,1.0,30.0,0.4,1.0,1.0,100.0,0.4,0.5,6,6
42000,42,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.1,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
42002,42,2,0,35,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.175,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
42003,42,3,0,35,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.375,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
42005,42,5,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.575,0.125,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
42006,42,6,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.05,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
42007,42,7,0,35,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
44000,44,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.35,0.125,50.0,0.5,0.0,0.0,0.0,0.0,1.0,7,1
44002,44,2,0,81,0.0,1500,0.0,0.0,0.0,0.0,0.45,0.175,50.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
44003,44,3,0,81,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.325,50.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
44005,44,5,0,81,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.1,50.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
44006,44,6,0,81,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.025,50.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
44007,44,7,0,81,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,50.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
45000,45,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.425,120.0,0.6,0.0,0.0,0.0,0.0,1.0,2,3
45002,45,2,0,238,0.0,1500,0.0,0.0,0.0,0.0,0.575,0.275,120.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
45003,45,3,0,238,0.0,2250,0.0,0.0,0.0,0.0,0.3,0.525,120.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
45005,45,5,0,238,0.0,2500,0.0,0.0,0.0,0.0,0.7,0.2,120.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
45006,45,6,0,238,0.0,2500,0.0,0.0,0.0,0.0,0.9,0.15,120.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
45007,45,7,0,238,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,120.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
47000,47,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.325,120.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
47002,47,2,0,183,0.0,1500,0.0,0.0,0.0,0.0,0.575,0.225,120.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
47003,47,3,0,183,0.0,2250,0.0,0.0,0.0,0.0,0.3,0.425,120.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
47005,47,5,0,183,0.0,2500,0.0,0.0,0.0,0.0,0.7,0.15,120.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
47006,47,6,0,183,0.0,2500,0.0,0.0,0.0,0.0,0.9,0.075,120.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
47007,47,7,0,183,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,120.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
48000,48,0,1,0,0.0,0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
48001,48,1,0,255,0.0,750,0.05,0.025,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
48002,48,2,0,255,0.0,1500,0.075,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
48003,48,3,0,255,0.0,2250,0.125,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3
48005,48,5,0,255,0.0,2500,0.25,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4,4
48007,48,7,0,255,0.0,2500,1.0,1.0,10.0,0.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,6,6
49000,49,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.575,0.275,90.0,0.6,0.0,0.0,0.0,0.0,1.0,7,2
49002,49,2,0,260,0.0,1500,0.0,0.0,0.0,0.0,0.65,0.325,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
49003,49,3,0,260,0.0,2250,0.0,0.0,0.0,0.0,0.35,0.6,90.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
49005,49,5,0,260,0.0,2500,0.0,0.0,0.0,0.0,0.775,0.225,90.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
49006,49,6,0,260,0.0,2500,0.0,0.0,0.0,0.0,0.95,0.175,90.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
49007,49,7,0,260,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,90.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
50000,50,2,1,0,0.0,0,0.0,0.0,0.0,0.0,0.45,0.225,90.0,0.6,0.0,0.0,0.0,0.0,1.0,1,2
50003,50,3,0,142,0.0,2250,0.0,0.0,0.0,0.0,0.25,0.45,90.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
50005,50,5,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.65,0.15,90.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
50006,50,6,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.875,0.1,90.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
50007,50,7,0,142,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,90.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
52000,52,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.275,0.1,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
52002,52,2,0,35,0.0,1500,0.0,0.0,0.0,0.0,0.45,0.2,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
52003,52,3,0,35,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.4,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
52005,52,5,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.625,0.15,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
52006,52,6,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.075,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
52007,52,7,0,35,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
55000,55,1,1,0,0.0,0,0.075,0.05,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
55002,55,2,0,180,0.0,1500,0.125,0.1,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
55003,55,3,0,180,0.0,2250,0.125,0.075,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3
55005,55,5,0,180,0.0,2500,0.275,0.05,50.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4,4
55007,55,7,0,180,0.0,2500,1.0,1.0,50.0,0.5,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,6,6
59000,59,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.325,0.1,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
59002,59,2,0,235,0.0,1500,0.0,0.0,0.0,0.0,0.475,0.2,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
59003,59,3,0,235,0.0,2250,0.0,0.0,0.0,0.0,0.275,0.45,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
59005,59,5,0,235,0.0,2500,0.0,0.0,0.0,0.0,0.675,0.15,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
59006,59,6,0,235,0.0,2500,0.0,0.0,0.0,0.0,0.875,0.075,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
59007,59,7,0,235,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
62000,62,0,1,0,0.0,0,0.0,0.0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
62001,62,1,0,294,0.0,750,0.075,0.025,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
62002,62,2,0,294,0.0,1500,0.075,0.075,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
62003,62,3,0,294,0.0,2250,0.125,0.075,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3
62005,62,5,0,294,0.0,2500,0.25,0.075,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4,4
62007,62,7,0,294,0.0,2500,1.0,1.0,20.0,0.2,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,6,6
65000,65,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.275,0.1,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
65002,65,2,0,35,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.2,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
65003,65,3,0,35,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.4,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
65005,65,5,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.15,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
65006,65,6,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.05,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
65007,65,7,0,35,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
67000,67,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.45,0.2,90.0,0.6,0.0,0.0,0.0,0.0,1.0,1,2
67002,67,2,0,35,0.0,1500,0.0,0.0,0.0,0.0,0.525,0.25,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
67003,67,3,0,35,0.0,2250,0.0,0.0,0.0,0.0,0.25,0.425,90.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
67005,67,5,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.625,0.15,90.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
67006,67,6,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.875,0.075,90.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
67007,67,7,0,35,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,90.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
68000,68,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.1,30.0,0.4,0.0,0.0,0.0,0.0,1.0,7,7
68002,68,2,0,35,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.2,30.0,0.4,0.0,0.0,0.0,0.0,1.0,2,2
68003,68,3,0,35,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.4,30.0,0.4,0.0,0.0,0.0,0.0,1.0,3,3
68005,68,5,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.125,30.0,0.4,0.0,0.0,0.0,0.0,0.6,4,4
68006,68,6,0,35,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.05,30.0,0.4,0.0,0.0,0.0,0.0,0.8,5,5
68007,68,7,0,35,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,30.0,0.4,1.0,1.0,0.0,0.0,0.5,6,6
69000,69,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.4,0.175,75.0,0.5,0.0,0.0,0.0,0.0,1.0,7,2
69002,69,2,0,54,0.0,1500,0.0,0.0,0.0,0.0,0.45,0.2,75.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
69003,69,3,0,54,0.0,2250,0.0,0.0,0.0,0.0,0.225,0.4,75.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
69005,69,5,0,54,0.0,2500,0.0,0.0,0.0,0.0,0.6,0.15,75.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
69006,69,6,0,54,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.05,75.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
69007,69,7,0,54,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,75.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
73000,73,0,1,0,0.0,0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
73001,73,1,0,180,0.0,750,0.05,0.025,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1
73002,73,2,0,180,0.0,1500,0.075,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2
73003,73,3,0,180,0.0,2250,0.125,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3
73005,73,5,0,180,0.0,2500,0.25,0.05,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4,4
73007,73,7,0,180,0.0,2500,1.0,1.0,10.0,0.1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,6,6
77000,77,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.35,100.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
77002,77,2,0,54,0.0,1500,0.0,0.0,0.0,0.0,0.525,0.25,100.0,0.5,0.0,0.0,0.0,0.0,1.0,2,2
77003,77,3,0,54,0.0,2250,0.0,0.0,0.0,0.0,0.275,0.475,100.0,0.5,0.0,0.0,0.0,0.0,1.0,3,3
77005,77,5,0,54,0.0,2500,0.0,0.0,0.0,0.0,0.675,0.175,100.0,0.5,0.0,0.0,0.0,0.0,0.6,4,4
77006,77,6,0,54,0.0,2500,0.0,0.0,0.0,0.0,0.875,0.1,100.0,0.5,0.0,0.0,0.0,0.0,0.8,5,5
77007,77,7,0,54,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.5,1.0,1.0,0.0,0.0,0.5,6,6
78000,78,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.45,0.2,90.0,0.6,0.0,0.0,0.0,0.0,1.0,1,2
78002,78,2,0,54,0.0,1500,0.0,0.0,0.0,0.0,0.5,0.225,90.0,0.6,0.0,0.0,0.0,0.0,1.0,2,2
78003,78,3,0,54,0.0,2250,0.0,0.0,0.0,0.0,0.25,0.425,90.0,0.6,0.0,0.0,0.0,0.0,1.0,3,3
78005,78,5,0,54,0.0,2500,0.0,0.0,0.0,0.0,0.625,0.15,90.0,0.6,0.0,0.0,0.0,0.0,0.6,4,4
78006,78,6,0,54,0.0,2500,0.0,0.0,0.0,0.0,0.85,0.075,90.0,0.6,0.0,0.0,0.0,0.0,0.8,5,5
78007,78,7,0,54,0.0,2500,1.0,1.0,0.0,0.0,1.0,1.0,90.0,0.6,1.0,1.0,0.0,0.0,0.5,6,6
79000,79,1,1,0,0.0,0,0.0,0.0,0.0,0.0,0.25,0.075,37.5,0.5,0.0,0.0,0.0,0.0,1.0,7,7
79002,79,2,0,142,0.0,1500,0.0,0.0,0.0,0.0,0.425,0.175,37.5,0.5,0.0,0.0,0.0,0.0,1.0,2,2
79003,79,3,0,142,0.0,2250,0.0,0.0,0.0,0.0,0.2,0.325,37.5,0.5,0.0,0.0,0.0,0.0,1.0,3,3
79005,79,5,0,142,0.0,2500,0.0,0.0,0.0,0.0,0.55,0.125,37.5,0.5,0.0,0.0,0.0,0.0,0.6,4,4
