Id,Ordinal,Level,EngineID,IsStock,ManufacturerID,Price,MassDiff,WeightDistDiff,DragScale,WindInstabilityScale
289005,289,5,3646,0,9,75000,59.0,0.011,1.0,1.0
291000,291,0,45,1,51,0,0.0,0.0,1.0,1.0
291001,291,1,960,0,51,25000,-15.0,-0.003,1.0,1.0
291002,291,2,2292,0,51,40000,-3.0,-0.001,1.0,1.0
291003,291,3,2838,0,51,40000,14.0,0.003,1.0,1.0
292000,292,0,46,1,39,0,0.0,0.0,1.0,1.0
292001,292,1,468,0,39,50000,-104.0,0.021,1.0,1.0
292002,292,2,2420,0,39,60000,0.0,0.0,1.0,1.0
294000,294,0,48,1,20,0,0.0,0.0,1.0,1.0
294001,294,1,468,0,20,50000,-74.0,0.017,1.0,1.0
294002,294,2,2316,0,20,75000,-13.0,0.003,1.0,1.0
295000,295,0,49,1,49,0,0.0,0.0,1.0,1.0
295001,295,1,56,0,49,12000,9.0,0.002,1.0,1.0
295002,295,2,2154,0,49,28000,-7.0,-0.002,1.0,1.0
295003,295,3,2766,0,49,50000,23.0,0.006,1.0,1.0
295004,295,4,2838,0,49,40000,88.0,0.023,1.0,1.0
296000,296,0,50,1,50,0,0.0,0.0,1.0,1.0
296001,296,1,468,0,50,50000,-144.0,-0.044,1.0,1.0
297000,297,0,51,1,13,0,0.0,0.0,1.0,1.0
297001,297,1,579,0,13,46000,-7.0,0.002,1.0,1.0
297002,297,2,2292,0,13,40000,6.0,-0.001,1.0,1.0
299000,299,0,53,1,9,0,0.0,0.0,1.0,1.0
299001,299,1,2262,0,9,20000,-110.0,-0.019,1.0,1.0
299002,299,2,3608,0,9,20000,139.0,0.024,1.0,1.0
299003,299,3,1022,0,9,25000,-77.3,-0.013,1.0,1.0
299004,299,4,50,0,9,50000,-30.0,-0.005,1.0,1.0
299005,299,5,3646,0,9,75000,10.0,0.002,1.0,1.0
299006,299,6,3067,0,9,75000,-30.0,-0.005,1.0,1.0
302000,302,0,56,1,16,0,0.0,0.0,1.0,1.0
302001,302,1,2154,0,16,28000,-16.0,-0.004,1.0,1.0
306000,306,0,60,1,47,0,0.0,0.0,1.0,1.0
306001,306,1,2262,0,47,20000,-95.0,-0.027,1.0,1.0
306002,306,2,1022,0,47,25000,-62.3,-0.018,1.0,1.0
306003,306,3,50,0,47,50000,-15.0,-0.004,1.0,1.0
309000,309,0,63,1,52,0,0.0,0.0,1.0,1.0
309001,309,1,56,0,52,12000,-18.0,-0.004,1.0,1.0
309002,309,2,2154,0,52,28000,-34.0,-0.008,1.0,1.0
312000,312,0,66,1,9,0,0.0,0.0,1.0,1.0
312001,312,1,2262,0,9,20000,-110.0,-0.021,1.0,1.0
312002,312,2,3608,0,9,20000,139.0,0.027,1.0,1.0
312003,312,3,1022,0,9,25000,-77.3,-0.015,1.0,1.0
312004,312,4,50,0,9,50000,-30.0,-0.006,1.0,1.0
312005,312,5,3646,0,9,75000,10.0,0.002,1.0,1.0
314000,314,0,68,1,9,0,0.0,0.0,1.0,1.0
314001,314,1,2262,0,9,20000,-35.0,-0.007,1.0,1.0
314002,314,2,3608,0,9,20000,214.0,0.045,1.0,1.0
315000,315,0,69,1,9,0,0.0,0.0,1.0,1.0
315001,315,1,2262,0,9,20000,-60.0,-0.012,1.0,1.0
315002,315,2,3608,0,9,20000,189.0,0.037,1.0,1.0
315003,315,3,1022,0,9,25000,-27.3,-0.005,1.0,1.0
315004,315,4,50,0,9,50000,20.0,0.004,1.0,1.0
315005,315,5,3646,0,9,75000,60.0,0.012,1.0,1.0
316000,316,0,70,1,21,0,0.0,0.0,1.0,1.0
316001,316,1,468,0,21,50000,-144.0,0.029,1.0,1.0
320000,320,0,74,1,16,0,0.0,0.0,1.0,1.0
320001,320,1,56,0,16,12000,16.0,0.005,1.0,1.0
320002,320,2,2154,0,16,28000,0.0,0.0,1.0,1.0
324000,324,0,78,1,21,0,0.0,0.0,1.0,1.0
324001,324,1,858,0,21,50000,15.0,-0.003,1.0,1.0
324002,324,2,468,0,21,50000,-129.0,0.028,1.0,1.0
325000,325,0,79,1,21,0,0.0,0.0,1.0,1.0
326000,326,0,80,1,13,0,0.0,0.0,1.0,1.0
326001,326,1,2154,0,13,28000,-5.0,0.001,1.0,1.0
326002,326,2,136,0,13,10000,33.0,-0.009,1.0,1.0
326003,326,3,7,0,13,30000,33.0,-0.009,1.0,1.0
326004,326,4,579,0,13,46000,60.0,-0.017,1.0,1.0
327000,327,0,81,1,30,0,0.0,0.0,1.0,1.0
327001,327,1,2154,0,30,28000,-40.0,-0.008,1.0,1.0
327002,327,2,2262,0,30,20000,30.0,0.006,1.0,1.0
330000,330,0,84,1,24,0,0.0,0.0,1.0,1.0
330001,330,1,56,0,24,12000,18.0,0.007,1.0,1.0
330002,330,2,2154,0,24,28000,2.0,0.001,1.0,1.0
330003,330,3,136,0,24,10000,40.0,0.016,1.0,1.0
333000,333,0,87,1,13,0,0.0,0.0,1.0,1.0
333001,333,1,468,0,13,50000,-96.0,0.019,1.0,1.0
336000,336,0,90,1,19,0,0.0,0.0,1.0,1.0
336001,336,1,136,0,19,10000,-101.0,-0.023,1.0,1.0
336002,336,2,960,0,19,25000,-73.0,-0.017,1.0,1.0
336003,336,3,2292,0,19,40000,-61.0,-0.014,1.0,1.0
336004,336,4,2838,0,19,40000,-44.0,-0.01,1.0,1.0
338000,338,0,92,1,27,0,0.0,0.0,1.0,1.0
340000,340,0,94,1,13,0,0.0,0.0,1.0,1.0
340001,340,1,579,0,13,46000,8.0,-0.002,1.0,1.0
340002,340,2,87,0,13,55000,45.0,-0.01,1.0,1.0
342000,342,0,96,1,13,0,0.0,0.0,1.0,1.0
342001,342,1,87,0,13,55000,34.0,-0.008,1.0,1.0
342002,342,2,468,0,13,50000,-62.0,0.014,1.0,1.0
343000,343,0,97,1,31,0,0.0,0.0,1.0,1.0
343001,343,1,2154,0,31,28000,-69.0,-0.02,1.0,1.0
343002,343,2,136,0,31,10000,-31.0,-0.009,1.0,1.0
343003,343,3,199,0,31,23000,47.0,0.013,1.0,1.0
343004,343,4,2262,0,31,20000,1.0,0.0,1.0,1.0
343005,343,5,2838,0,31,40000,26.0,0.007,1.0,1.0
344000,344,0,98,1,31,0,0.0,0.0,1.0,1.0
344001,344,1,136,0,31,10000,-18.0,-0.004,1.0,1.0
344002,344,2,199,0,31,23000,60.0,0.012,1.0,1.0
344003,344,3,2262,0,31,20000,14.0,0.003,1.0,1.0
344004,344,4,2135,0,31,30000,54.0,0.011,1.0,1.0
344005,344,5,2838,0,31,40000,39.0,0.008,1.0,1.0
345000,345,0,99,1,31,0,0.0,0.0,1.0,1.0
345001,345,1,2154,0,31,28000,-105.0,-0.021,1.0,1.0
345002,345,2,136,0,31,10000,-67.0,-0.013,1.0,1.0
345003,345,3,199,0,31,23000,11.0,0.002,1.0,1.0
345004,345,4,2262,0,31,20000,-35.0,-0.007,1.0,1.0
345005,345,5,327,0,31,50000,-43.0,-0.008,1.0,1.0
345006,345,6,2838,0,31,40000,-10.0,-0.002,1.0,1.0
348000,348,0,102,1,14,0,0.0,0.0,1.0,1.0
348001,348,1,2493,0,14,55000,-37.0,0.007,1.0,1.0
348002,348,2,1022,0,14,25000,-34.3,0.007,1.0,1.0
348003,348,3,468,0,14,50000,-131.0,0.026,1.0,1.0
353000,353,0,107,1,52,0,0.0,0.0,1.0,1.0
353001,353,1,63,0,52,10000,36.0,0.01,1.0,1.0
353002,353,2,56,0,52,12000,18.0,0.005,1.0,1.0
353003,353,3,2154,0,52,28000,2.0,0.001,1.0,1.0
354000,354,0,108,1,52,0,0.0,0.0,1.0,1.0
354001,354,1,960,0,52,25000,-9.0,-0.002,1.0,1.0
357000,357,0,111,1,30,0,0.0,0.0,1.0,1.0
357001,357,1,2262,0,30,20000,-30.0,-0.005,1.0,1.0
357002,357,2,720,0,30,50000,10.0,0.002,1.0,1.0
358000,358,0,112,1,13,0,0.0,0.0,1.0,1.0
358001,358,1,7,0,13,30000,3.0,-0.001,1.0,1.0
358002,358,2,579,0,13,46000,30.0,-0.007,1.0,1.0
363000,363,0,117,1,48,0,0.0,0.0,1.0,1.0
363001,363,1,2846,0,48,28000,-10.0,-0.002,1.0,1.0
363002,363,2,2262,0,48,20000,60.0,0.014,1.0,1.0
363003,363,3,2658,0,48,34000,85.0,0.02,1.0,1.0
364000,364,0,118,1,48,0,0.0,0.0,1.0,1.0
364001,364,1,2846,0,48,28000,-10.0,-0.002,1.0,1.0
364002,364,2,2262,0,48,20000,60.0,0.012,1.0,1.0
364003,364,3,2658,0,48,34000,85.0,0.017,1.0,1.0
365000,365,0,119,1,48,0,0.0,0.0,1.0,1.0
365001,365,1,2846,0,48,28000,-10.0,-0.002,1.0,1.0
365002,365,2,2262,0,48,20000,60.0,0.012,1.0,1.0
365003,365,3,2658,0,48,34000,85.0,0.017,1.0,1.0
368000,368,0,122,1,1,0,0.0,0.0,1.0,1.0
368001,368,1,56,0,1,12000,16.0,0.004,1.0,1.0
368002,368,2,2154,0,1,28000,0.0,0.0,1.0,1.0
374000,374,0,128,1,30,0,0.0,0.0,1.0,1.0
374001,374,1,2154,0,30,28000,-30.0,-0.006,1.0,1.0
374002,374,2,2262,0,30,20000,40.0,0.008,1.0,1.0
375000,375,0,129,1,30,0,0.0,0.0,1.0,1.0
375001,375,1,2154,0,30,28000,-40.0,-0.009,1.0,1.0
375002,375,2,2262,0,30,20000,30.0,0.007,1.0,1.0
378000,378,0,132,1,30,0,0.0,0.0,1.0,1.0
378001,378,1,2262,0,30,20000,30.0,0.006,1.0,1.0
382000,382,0,136,1,6,0,0.0,0.0,1.0,1.0
382001,382,1,199,0,6,23000,78.0,0.016,1.0,1.0
382002,382,2,459,0,6,24000,34.0,0.007,1.0,1.0
382003,382,3,2838,0,6,40000,57.0,0.012,1.0,1.0
383000,383,0,137,1,6,0,0.0,0.0,1.0,1.0
383001,383,1,199,0,6,23000,90.0,0.017,1.0,1.0
383002,383,2,459,0,6,24000,46.0,0.009,1.0,1.0
383003,383,3,960,0,6,25000,40.0,0.008,1.0,1.0
383004,383,4,2838,0,6,40000,69.0,0.013,1.0,1.0
397000,397,0,151,1,51,0,0.0,0.0,1.0,1.0
397001,397,1,3608,0,51,20000,243.0,0.043,1.0,1.0
397002,397,2,2311,0,51,30000,0.0,0.0,1.0,1.0
397003,397,3,1022,0,51,25000,26.7,0.005,1.0,1.0
397004,397,4,50,0,51,50000,74.0,0.013,1.0,1.0
397005,397,5,2838,0,51,40000,19.0,0.003,1.0,1.0
405000,405,0,159,1,14,0,0.0,0.0,1.0,1.0
405001,405,1,2262,0,14,20000,-25.0,-0.005,1.0,1.0
405002,405,2,3608,0,14,20000,224.0,0.041,1.0,1.0
405003,405,3,1022,0,14,25000,7.7,0.001,1.0,1.0
405004,405,4,50,0,14,50000,55.0,0.01,1.0,1.0
411000,411,0,165,1,16,0,0.0,0.0,1.0,1.0
411001,411,1,136,0,16,10000,-27.0,0.006,1.0,1.0
411002,411,2,2262,0,16,20000,5.0,-0.001,1.0,1.0
412000,412,0,166,1,16,0,0.0,0.0,1.0,1.0
412001,412,1,2154,0,16,28000,-65.0,0.016,1.0,1.0
412002,412,2,136,0,16,10000,-27.0,0.007,1.0,1.0
412003,412,3,2262,0,16,20000,5.0,-0.001,1.0,1.0
417000,417,0,171,1,7,0,0.0,0.0,1.0,1.0
417001,417,1,136,0,7,10000,-52.0,-0.01,1.0,1.0
417002,417,2,2262,0,7,20000,-20.0,-0.004,1.0,1.0
419000,419,0,173,1,3,0,0.0,0.0,1.0,1.0
419001,419,1,960,0,3,25000,-34.0,-0.006,1.0,1.0
419002,419,2,2292,0,3,40000,-22.0,-0.004,1.0,1.0
419003,419,3,2838,0,3,40000,-5.0,-0.001,1.0,1.0
420000,420,0,174,1,3,0,0.0,0.0,1.0,1.0
420001,420,1,960,0,3,25000,-4.0,-0.001,1.0,1.0
420002,420,2,2292,0,3,40000,8.0,0.001,1.0,1.0
420003,420,3,2838,0,3,40000,25.0,0.004,1.0,1.0
422000,422,0,176,1,1,0,0.0,0.0,1.0,1.0
422001,422,1,2154,0,1,28000,-16.0,-0.004,1.0,1.0
423000,423,0,177,1,26,0,0.0,0.0,1.0,1.0
423001,423,1,2154,0,26,28000,0.0,0.0,1.0,1.0
423002,423,2,2262,0,26,20000,70.0,0.016,1.0,1.0
423003,423,3,795,0,26,60000,50.0,0.011,1.0,1.0
424000,424,0,178,1,26,0,0.0,0.0,1.0,1.0
424001,424,1,2154,0,26,28000,0.0,0.0,1.0,1.0
424002,424,2,2262,0,26,20000,70.0,0.016,1.0,1.0
424003,424,3,795,0,26,60000,50.0,0.012,1.0,1.0
425000,425,0,179,1,26,0,0.0,0.0,1.0,1.0
425001,425,1,2154,0,26,28000,0.0,0.0,1.0,1.0
425002,425,2,2262,0,26,20000,70.0,0.017,1.0,1.0
425003,425,3,795,0,26,60000,50.0,0.012,1.0,1.0
427000,427,0,181,1,16,0,0.0,0.0,1.0,1.0
427001,427,1,2154,0,16,28000,-16.0,-0.004,1.0,1.0
427002,427,2,136,0,16,10000,22.0,0.005,1.0,1.0
427003,427,3,2262,0,16,20000,54.0,0.013,1.0,1.0
427004,427,4,2838,0,16,40000,79.0,0.019,1.0,1.0
432000,432,0,186,1,43,0,0.0,0.0,1.0,1.0
432001,432,1,1022,0,43,25000,-7.3,0.002,1.0,1.0
432002,432,2,468,0,43,50000,-104.0,0.025,1.0,1.0
433000,433,0,187,1,50,0,0.0,0.0,1.0,1.0
433001,433,1,960,0,50,25000,36.0,0.01,1.0,1.0
433002,433,2,2292,0,50,40000,48.0,0.013,1.0,1.0
433003,433,3,2838,0,50,40000,65.0,0.018,1.0,1.0
439000,439,0,193,1,31,0,0.0,0.0,1.0,1.0
439001,439,1,2154,0,31,28000,-39.0,-0.01,1.0,1.0
439002,439,2,136,0,31,10000,-1.0,0.0,1.0,1.0
439003,439,3,199,0,31,23000,77.0,0.02,1.0,1.0
439004,439,4,2262,0,31,20000,31.0,0.008,1.0,1.0
439005,439,5,795,0,31,60000,11.0,0.003,1.0,1.0
439006,439,6,2838,0,31,40000,56.0,0.015,1.0,1.0
440000,440,0,194,1,31,0,0.0,0.0,1.0,1.0
440001,440,1,2154,0,31,28000,-19.0,-0.005,1.0,1.0
440002,440,2,136,0,31,10000,19.0,0.005,1.0,1.0
440003,440,3,199,0,31,23000,97.0,0.023,1.0,1.0
440004,440,4,2262,0,31,20000,51.0,0.012,1.0,1.0
440005,440,5,795,0,31,60000,31.0,0.007,1.0,1.0
440006,440,6,2838,0,31,40000,76.0,0.018,1.0,1.0
441000,441,0,195,1,31,0,0.0,0.0,1.0,1.0
441001,441,1,2154,0,31,28000,-61.0,-0.015,1.0,1.0
441002,441,2,136,0,31,10000,-23.0,-0.006,1.0,1.0
441003,441,3,199,0,31,23000,55.0,0.013,1.0,1.0
441004,441,4,2262,0,31,20000,9.0,0.002,1.0,1.0
441005,441,5,795,0,31,60000,-11.0,-0.003,1.0,1.0
441006,441,6,2838,0,31,40000,34.0,0.008,1.0,1.0
444000,444,0,198,1,31,0,0.0,0.0,1.0,1.0
444001,444,1,2262,0,31,20000,-46.0,-0.009,1.0,1.0
444002,444,2,2135,0,31,30000,-6.0,-0.001,1.0,1.0
444003,444,3,327,0,31,50000,-54.0,-0.011,1.0,1.0
444004,444,4,720,0,31,50000,-6.0,-0.001,1.0,1.0
444005,444,5,2838,0,31,40000,-21.0,-0.004,1.0,1.0
445000,445,0,199,1,31,0,0.0,0.0,1.0,1.0
445001,445,1,2262,0,31,20000,-46.0,-0.009,1.0,1.0
445002,445,2,327,0,31,50000,-54.0,-0.01,1.0,1.0
445003,445,3,720,0,31,50000,-6.0,-0.001,1.0,1.0
445004,445,4,2838,0,31,40000,-21.0,-0.004,1.0,1.0
455000,455,0,209,1,49,0,0.0,0.0,1.0,1.0
455001,455,1,56,0,49,12000,21.0,0.007,1.0,1.0
455002,455,2,2154,0,49,28000,5.0,0.002,1.0,1.0
455003,455,3,199,0,49,23000,121.0,0.038,1.0,1.0
455004,455,4,2262,0,49,20000,75.0,0.024,1.0,1.0
455005,455,5,2838,0,49,40000,100.0,0.032,1.0,1.0
455006,455,6,2794,0,49,50000,55.0,0.017,1.0,1.0
460000,460,0,355,1,49,0,0.0,0.0,1.0,1.0
460001,460,1,2154,0,49,28000,-82.0,-0.016,1.0,1.0
460002,460,2,199,0,49,23000,34.0,0.007,1.0,1.0
460003,460,3,2262,0,49,20000,-12.0,-0.002,1.0,1.0
460004,460,4,2838,0,49,40000,13.0,0.003,1.0,1.0
461000,461,0,215,1,49,0,0.0,0.0,1.0,1.0
461001,461,1,2154,0,49,28000,-95.0,-0.019,1.0,1.0
461002,461,2,2262,0,49,20000,-25.0,-0.005,1.0,1.0
461003,461,3,720,0,49,50000,15.0,0.003,1.0,1.0
461004,461,4,774,0,49,75000,41.0,0.008,1.0,1.0
461005,461,5,2794,0,49,50000,-45.0,-0.009,1.0,1.0
483000,483,0,237,1,11,0,0.0,0.0,1.0,1.0
483001,483,1,3608,0,11,20000,154.0,0.03,1.0,1.0
483002,483,2,50,0,11,50000,-15.0,-0.003,1.0,1.0
489000,489,0,243,1,19,0,0.0,0.0,1.0,1.0
489001,489,1,468,0,19,50000,-58.0,0.012,1.0,1.0
513000,513,0,267,1,11,0,0.0,0.0,1.0,1.0
513001,513,1,2262,0,11,20000,-110.0,-0.02,1.0,1.0
513002,513,2,3608,0,11,20000,139.0,0.025,1.0,1.0
513003,513,3,1022,0,11,25000,-77.3,-0.014,1.0,1.0
513004,513,4,2598,0,11,25000,-88.0,-0.016,1.0,1.0
513005,513,5,50,0,11,50000,-30.0,-0.005,1.0,1.0
513006,513,6,3646,0,11,75000,10.0,0.002,1.0,1.0
565000,565,0,325,1,6,0,0.0,0.0,1.0,1.0
565001,565,1,960,0,6,25000,16.0,0.003,1.0,1.0
565002,565,2,2292,0,6,40000,28.0,0.006,1.0,1.0
565003,565,3,2838,0,6,40000,45.0,0.01,1.0,1.0
567000,567,0,327,1,31,0,0.0,0.0,1.0,1.0
567001,567,1,2135,0,31,30000,48.0,-0.014,1.0,1.0
568000,568,0,328,1,28,0,0.0,0.0,1.0,1.0
568001,568,1,468,0,28,50000,-89.0,0.019,1.0,1.0
569000,569,0,329,1,16,0,0.0,0.0,1.0,1.0
569001,569,1,2154,0,16,28000,-65.0,0.015,1.0,1.0
569002,569,2,136,0,16,10000,-27.0,0.006,1.0,1.0
569003,569,3,2262,0,16,20000,5.0,-0.001,1.0,1.0
569004,569,4,1112,0,16,38000,-95.0,0.022,1.0,1.0
569005,569,5,2482,0,16,50000,25.0,-0.006,1.0,1.0
569006,569,6,2794,0,16,50000,-15.0,0.004,1.0,1.0
615000,615,0,391,1,36,0,0.0,0.0,1.0,1.0
615001,615,1,2154,0,36,28000,-20.0,-0.005,1.0,1.0
625000,625,0,404,1,16,0,0.0,0.0,1.0,1.0
625001,625,1,2154,0,16,28000,-16.0,-0.004,1.0,1.0
633000,633,0,412,1,3,0,0.0,0.0,1.0,1.0
633001,633,1,2838,0,3,40000,60.0,0.014,1.0,1.0
634000,634,0,413,1,41,0,0.0,0.0,1.0,1.0
634001,634,1,2154,0,41,28000,5.0,-0.002,1.0,1.0
634002,634,2,1112,0,41,38000,-25.0,0.008,1.0,1.0
637000,637,0,416,1,21,0,0.0,0.0,1.0,1.0
639000,639,0,418,1,11,0,0.0,0.0,1.0,1.0
639001,639,1,2262,0,11,20000,-146.0,-0.025,1.0,1.0
639002,639,2,3608,0,11,20000,103.0,0.018,1.0,1.0
639003,639,3,1022,0,11,25000,-113.3,-0.02,1.0,1.0
639004,639,4,2598,0,11,25000,-124.0,-0.022,1.0,1.0
639005,639,5,50,0,11,50000,-66.0,-0.011,1.0,1.0
639006,639,6,3646,0,11,75000,-26.0,-0.005,1.0,1.0
641000,641,0,420,1,39,0,0.0,0.0,1.0,1.0
642000,642,0,421,1,6,0,0.0,0.0,1.0,1.0
642001,642,1,2154,0,6,28000,5.0,0.001,1.0,1.0
642002,642,2,136,0,6,10000,43.0,0.01,1.0,1.0
642003,642,3,459,0,6,24000,77.0,0.018,1.0,1.0
642004,642,4,574,0,6,30000,115.0,0.028,1.0,1.0
642005,642,5,2838,0,6,40000,100.0,0.024,1.0,1.0
1006000,1006,0,454,1,13,0,0.0,0.0,1.0,1.0
1006001,1006,1,468,0,13,50000,-96.0,0.023,1.0,1.0
1006002,1006,2,2501,0,13,75000,0.0,0.0,1.0,1.0
1007000,1007,0,455,1,20,0,0.0,0.0,1.0,1.0
1007001,1007,1,468,0,20,50000,-44.0,0.012,1.0,1.0
1007002,1007,2,2316,0,20,75000,17.0,-0.005,1.0,1.0
1009000,1009,0,457,1,30,0,0.0,0.0,1.0,1.0
1009001,1009,1,2154,0,30,28000,-67.0,-0.013,1.0,1.0
1009002,1009,2,2262,0,30,20000,3.0,0.001,1.0,1.0
1011000,1011,0,459,1,6,0,0.0,0.0,1.0,1.0
1011001,1011,1,574,0,6,30000,38.0,0.007,1.0,1.0
1011002,1011,2,960,0,6,25000,-6.0,-0.001,1.0,1.0
1011003,1011,3,2292,0,6,40000,6.0,0.001,1.0,1.0
1011004,1011,4,2838,0,6,40000,23.0,0.004,1.0,1.0
1020000,1020,0,468,1,13,0,0.0,0.0,1.0,1.0
1022000,1022,0,470,1,13,0,0.0,0.0,1.0,1.0
1022001,1022,1,2292,0,13,40000,12.0,-0.003,1.0,1.0
1023000,1023,0,471,1,13,0,0.0,0.0,1.0,1.0
1023001,1023,1,468,0,13,50000,-51.0,0.015,1.0,1.0
1034000,1034,0,493,1,49,0,0.0,0.0,1.0,1.0
1034001,1034,1,2154,0,49,28000,-44.0,-0.009,1.0,1.0
1034002,1034,2,199,0,49,23000,72.0,0.015,1.0,1.0
1040000,1040,0,475,1,6,0,0.0,0.0,1.0,1.0
1040001,1040,1,136,0,6,10000,-70.0,0.016,1.0,1.0
1040002,1040,2,459,0,6,24000,-36.0,0.008,1.0,1.0
1040003,1040,3,574,0,6,30000,2.0,0.0,1.0,1.0
1040004,1040,4,960,0,6,25000,-42.0,0.01,1.0,1.0
1040005,1040,5,2292,0,6,40000,-30.0,0.007,1.0,1.0
1041000,1041,0,481,1,14,0,0.0,0.0,1.0,1.0
1041001,1041,1,2262,0,14,20000,-45.0,-0.01,1.0,1.0
1041002,1041,2,3608,0,14,20000,204.0,0.043,1.0,1.0
1041003,1041,3,1022,0,14,25000,-12.3,-0.003,1.0,1.0
1041004,1041,4,3646,0,14,75000,75.0,0.016,1.0,1.0
1042000,1042,0,486,1,31,0,0.0,0.0,1.0,1.0
1042001,1042,1,2154,0,31,28000,-69.0,-0.019,1.0,1.0
1042002,1042,2,136,0,31,10000,-31.0,-0.008,1.0,1.0
1042003,1042,3,199,0,31,23000,47.0,0.013,1.0,1.0
1042004,1042,4,2262,0,31,20000,1.0,0.0,1.0,1.0
1042005,1042,5,2838,0,31,40000,26.0,0.007,1.0,1.0
1043000,1043,0,487,1,31,0,0.0,0.0,1.0,1.0
1043001,1043,1,2154,0,31,28000,-116.0,-0.023,1.0,1.0
1043002,1043,2,2262,0,31,20000,-46.0,-0.009,1.0,1.0
1043003,1043,3,327,0,31,50000,-54.0,-0.011,1.0,1.0
1043004,1043,4,720,0,31,50000,-6.0,-0.001,1.0,1.0
1043005,1043,5,2838,0,31,40000,-21.0,-0.004,1.0,1.0
1045000,1045,0,489,1,38,0,0.0,0.0,1.0,1.0
1045001,1045,1,2262,0,38,20000,-60.0,-0.011,1.0,1.0
1045002,1045,2,3608,0,38,20000,189.0,0.036,1.0,1.0
1045003,1045,3,1022,0,38,25000,-27.3,-0.005,1.0,1.0
1045004,1045,4,50,0,38,50000,20.0,0.004,1.0,1.0
1046000,1046,0,480,1,11,0,0.0,0.0,1.0,1.0
1046001,1046,1,858,0,11,50000,-15.0,-0.003,1.0,1.0
1046002,1046,2,468,0,11,50000,-159.0,-0.031,1.0,1.0
1046003,1046,3,50,0,11,50000,-15.0,-0.003,1.0,1.0
1059000,1059,0,504,1,6,0,0.0,0.0,1.0,1.0
1059001,1059,1,459,0,6,24000,46.0,0.009,1.0,1.0
1059002,1059,2,960,0,6,25000,40.0,0.008,1.0,1.0
1059003,1059,3,2838,0,6,40000,69.0,0.014,1.0,1.0
1060000,1060,0,505,1,48,0,0.0,0.0,1.0,1.0
1060001,1060,1,2846,0,48,28000,-10.0,-0.002,1.0,1.0
1060002,1060,2,2262,0,48,20000,60.0,0.012,1.0,1.0
